reply_uri,reply_cid,original_post_uri,original_post_text,original_post_author_handle,reply_text,reply_created_at,reply_reply_count,reply_repost_count,reply_like_count,reply_indexed_at,reply_author_handle,reply_author_display_name,reply_author_did
at://did:plc:zuio4zwigar7dp662ap3ckqs/app.bsky.feed.post/3l5dfab3a6c26,bafyreidpqwzxdwggearx3lo3ezbnkwuz4caxpd2mfqthi7aejusj2ibqpu,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Nós lutamos pelo reconhecimento da capacidade e respeito pelo Brasil e seu povo. 
Dilma Rousseff merece todas as homenagens. 
Não fosse o golpe reconheço que nada se passaria de tão complicado em minha vida. 
Dilma foi uma grande PresidentA.",2024-09-29T23:53:43.239Z,0,0,0,2024-09-29T23:53:43.239Z,velindade.bsky.social,Velinda Luciana 🚩❤️🇧🇷,did:plc:zuio4zwigar7dp662ap3ckqs
at://did:plc:yamlkcifxgngz4lt35jbnt2y/app.bsky.feed.post/3l5cwhg5vx52l,bafyreifqvvsapy5zqo44mziti2nv2vgnhibm54vwgodusdyaerpgwnqlnu,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Por LULAS a 100 anos e o Brasil virava uma potência,2024-09-29T19:29:18.534Z,0,1,1,2024-09-29T19:29:18.534Z,dregypt.bsky.social,Dr. Democrata 🚩🇧🇷 🇵🇸à ESQUERDA,did:plc:yamlkcifxgngz4lt35jbnt2y
at://did:plc:xvuk7qii6uzoeyqmr6s4uaq7/app.bsky.feed.post/3l5d3pgn66n2h,bafyreic5z5ewfiwpi226ipcsjcjwql3akjubdaipdtjb24hfzyf5bfncmi,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,👏👏👏👏👏👏,2024-09-29T21:03:16.334Z,0,1,1,2024-09-29T21:03:16.334Z,maria-52.bsky.social,,did:plc:xvuk7qii6uzoeyqmr6s4uaq7
at://did:plc:xmqits7xgnagn5s5l5zbctto/app.bsky.feed.post/3l5cqesrvwn2d,bafyreih5fnickifh2mjdsc6somtbwzsuai2o65serrtytgxxednlpp5d5i,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Brabíssima!! @dilmaresiste.bsky.social. Puro orgulho de ve-la em defesa dos interesses que interessam  aos do Bircs. E isto é a maior revolução dos tempos modernos.,2024-09-29T17:40:29.485Z,0,2,11,2024-09-29T17:40:29.111Z,anabhenriques.bsky.social,,did:plc:xmqits7xgnagn5s5l5zbctto
at://did:plc:xi5sh7vvbl25cxlqwmby2zca/app.bsky.feed.post/3l5cy5zoaxg2x,bafyreiglbaws35tsv67xsyzocqlvlqjtoj6v3whfvzt6yrypevohjrdyte,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Dizia um antigo proverbio Chines: ""Esperarei o cadaver dos meus inimigos passarem sentado do outro lado do rio""!",2024-09-29T19:59:49.871Z,0,1,2,2024-09-29T19:59:49.871Z,mstadri.bsky.social,,did:plc:xi5sh7vvbl25cxlqwmby2zca
at://did:plc:xhg5g5dlb6i3kzdyn77dvl2x/app.bsky.feed.post/3l5cz5ghxov2r,bafyreiharvglnohd4yk2gcbjqtqezhi2vp77zjmmqi3morwukqikdzffr4,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,O q essa mulher já sofreu e levou de porrada da vida o universo está voltando em coisas boas agora…,2024-09-29T20:17:24.723Z,0,1,2,2024-09-29T20:17:24.723Z,sissipas.bsky.social,Sissi,did:plc:xhg5g5dlb6i3kzdyn77dvl2x
at://did:plc:x74xp3ryu7edkwyepdtnlzue/app.bsky.feed.post/3l5dd4eydcy2f,bafyreib43vh32xk6ftjiqac76zywaobv5enqhbs5okasmcbd6jdsurrnm4,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,youtu.be/HDW4nSSQHug?...,2024-09-29T23:15:47.725Z,0,0,0,2024-09-29T23:15:47.314Z,sid480.bsky.social,Sid,did:plc:x74xp3ryu7edkwyepdtnlzue
at://did:plc:wwhbryrpxyh3hmr5uz4jekc4/app.bsky.feed.post/3l5cx2xfb662q,bafyreiecgqm5v2nuhqbglldzj3k7nqm3xosbkm7d34lbyunr3rricjhsk4,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,A MÃE TÁ ON,2024-09-29T19:40:13.758Z,0,2,3,2024-09-29T19:40:13.758Z,jessicacrvz.bsky.social,Jéssica Cruz 🌊☀️,did:plc:wwhbryrpxyh3hmr5uz4jekc4
at://did:plc:wrpvvtpy3pjcdesnexihlpq2/app.bsky.feed.post/3l5enzskaow2u,bafyreidzaguxr5lbfasbdzkq44pqx5c2fiqk2bcju3igfi534zki7lmboq,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,ORGULHO DA NOSSA PRESIDENTA!,2024-09-30T12:03:50.895Z,0,0,3,2024-09-30T12:03:50.895Z,batucada.bsky.social,,did:plc:wrpvvtpy3pjcdesnexihlpq2
at://did:plc:wjybiicjcq36leperhifukzl/app.bsky.feed.post/3l5deumjvwe2i,bafyreiaan24ngwu5aiwurvkw2fthar74dm4wimi36rimuxn33czy43civq,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏 @dilma.com.br meus parabéns Presidenta😊👏👏👏👏👏👏👏,2024-09-29T23:47:14.226Z,0,0,0,2024-09-29T23:47:14.213Z,martav498.bsky.social,Marta,did:plc:wjybiicjcq36leperhifukzl
at://did:plc:witlgxxmup34rlqhzsmgcvbk/app.bsky.feed.post/3l5cvpzfit32r,bafyreibbbqegac2l7gndrfbmnbsqsfvnmgsnzq7urlotgoe7uypbjg5llq,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Me emocionei… depois de tudo q essa mulher já sofreu, fico feliz q pelo menos hoje está recebendo homenagens 🥲",2024-09-29T19:16:13.571Z,0,1,9,2024-09-29T19:16:13.571Z,samfriperie.com.br,Sam 🔎 na feira do rolo ,did:plc:witlgxxmup34rlqhzsmgcvbk
at://did:plc:wi2hmegdk25dgauhqg62drld/app.bsky.feed.post/3l5cz3sssrd2r,bafyreibhcktt4t2vwr2jupimq63cbckzuenevqouypaprlqfow3wtctdra,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Teu pai detonou muito a Dilma.,2024-09-29T20:16:30.535Z,1,1,2,2024-09-29T20:16:30.535Z,ivanovitchstos.bsky.social,Ivanovitchstos,did:plc:wi2hmegdk25dgauhqg62drld
at://did:plc:whl6r2q4e4qcaxiqmodgzbdh/app.bsky.feed.post/3l5dk5dbhli24,bafyreih6pcsxtyjr36u3alc2tjofcmq5lo3pnrgth2irgdrortg3vyeaxu,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Morram de inveja fascistas! 
     
   Dilminha é show.💪",2024-09-30T01:21:35.118Z,0,0,1,2024-09-30T01:21:35.118Z,edivieira.bsky.social,Edileusa ,did:plc:whl6r2q4e4qcaxiqmodgzbdh
at://did:plc:wfokani3dtsz32molx4jpy5g/app.bsky.feed.post/3l5d2vgshbl2e,bafyreihpr4d4ferkzaycnwjudv26cugeanmvk5tc3lnjobvffnsv6zcznm,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Que a Rede Globo se estrebuche de inveja e toda a mídia golpista Brasileira,2024-09-29T20:48:43.599Z,0,2,4,2024-09-29T20:48:43.599Z,gracagalvao24.bsky.social,Graça Galvão ,did:plc:wfokani3dtsz32molx4jpy5g
at://did:plc:waihb3ltofnfmdu3ejjelxmq/app.bsky.feed.post/3l5d4fumvnc2z,bafyreibgptnp3raelf5wu3j4lht7hvy6z5gnkt7pxqidxdh7ifdnon5bbq,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,🥰🥰🥰🥰🥰🥰,2024-09-29T21:15:49.279Z,0,1,1,2024-09-29T21:15:49.279Z,vamborabrasil.bsky.social,Debinha,did:plc:waihb3ltofnfmdu3ejjelxmq
at://did:plc:w4frheiewkthxbtusbuhrbyb/app.bsky.feed.post/3l5dasqwz5v27,bafyreidzommnofavukauwautzykx7pfet6dpygilfpecst4i5d3lfu7zyy,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Economista, ex-ministra, ex-presidenta do Brasil por duas vezes e atual presidenta do banco Brics, Dilma Rousseff lutou pela derrubada da ditadura, pela democracia e pela liberdade no Brasil.
memoriasdaditadura.org.br/personagens/...",2024-09-29T22:34:35.461Z,0,1,9,2024-09-29T22:34:35.461Z,freuddebochado.bsky.social,FreudDebochado,did:plc:w4frheiewkthxbtusbuhrbyb
at://did:plc:vsv2jknun3nc64dhb37lkqva/app.bsky.feed.post/3l5dgdzyedo2z,bafyreidmveb7itn3hcz7dbb7ksmnauxpnsnqtjd5sihzxay2jnr7et2txu,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,A Terra é plana mas dá voltas,2024-09-30T00:13:44.442Z,0,0,0,2024-09-30T00:13:44.442Z,lenintrotsky.bsky.social,LeninTrotsky,did:plc:vsv2jknun3nc64dhb37lkqva
at://did:plc:vref6j5pzw7qact6dhkvqu2s/app.bsky.feed.post/3l5czwyb4oq2v,bafyreiaykguxqeoquxzpnghaaejflgn56y6zhi6vqdfq27k4v5iqrgibei,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Chupa Temer, seu traidor da pátria!
.
🌵🚩🤦‍♂️😳",2024-09-29T20:31:42.661Z,0,1,3,2024-09-29T20:31:42.509Z,mtdantas.bsky.social,Maurício Dantas🌵🚩,did:plc:vref6j5pzw7qact6dhkvqu2s
at://did:plc:vl6mjeiimzce5guzxlrslthl/app.bsky.feed.post/3l5czb4ctif25,bafyreihtjrqz3vs44k37mqok4i3eback4uflelhnrx7r444lboojlwscyy,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Hj a direita rasga o kool 🤭,2024-09-29T20:19:27.679Z,0,1,12,2024-09-29T20:19:27.679Z,gustavamski.bsky.social,Gustav 🚩,did:plc:vl6mjeiimzce5guzxlrslthl
at://did:plc:v5j3kofjnaeizp2erpphtspy/app.bsky.feed.post/3l5dhjontye2y,bafyreibhepyfvvf2f77ksbiqylhnviz5em6i2s2chqheifdscq364nmkce,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Será que a mamãe dilmANTA saudou a mandioca? Ou será que fez conta 2+2=5?,2024-09-30T00:34:49.288Z,0,0,0,2024-09-30T00:34:48.614Z,gado-esquerdopata.bsky.social,CAÇADOR DE ESQUERDOPATA ,did:plc:v5j3kofjnaeizp2erpphtspy
at://did:plc:uwwv4m7kbrfy7tcgveyej6nc/app.bsky.feed.post/3l5cqmunndc2o,bafyreidbfu7antkmvdl2retx74aetqs334xqxebctrnp767lscgudgbbl4,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Kkkkk que orgulho kkkkk pqp     kkkk,2024-09-29T17:44:59.514Z,0,0,0,2024-09-29T17:44:59.413Z,caka6873.bsky.social,Caka,did:plc:uwwv4m7kbrfy7tcgveyej6nc
at://did:plc:uv2enufgzi5qbobbjghhzcyi/app.bsky.feed.post/3l5d4innoz22b,bafyreigradvqmp4hfh6kit25ctbzhzbizk4h4ddf3fo3iok73t5jsn5ady,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Bolsonaro , você é um merda",2024-09-29T21:17:26.617Z,0,1,4,2024-09-29T21:17:22.810Z,danielacosta71.bsky.social,Daniela Costa ,did:plc:uv2enufgzi5qbobbjghhzcyi
at://did:plc:txok2cowvymoe6mri6nxkr5b/app.bsky.feed.post/3l5d43o4ehl2r,bafyreigpozby45y6fvv43dlltofpulrl62hd5lz3xf3xxdlvg5mg55ppuq,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Essa é uma heroína!,2024-09-29T21:09:29.382Z,0,1,2,2024-09-29T21:09:29.382Z,analuciabr5.bsky.social,Ana Lucia Dantas ,did:plc:txok2cowvymoe6mri6nxkr5b
at://did:plc:ttfcppvzjjgcm5o6huizghxi/app.bsky.feed.post/3l5den4zkkz2s,bafyreiedfug3zdclolp7xjcehgohxtltuktpxt2qdvwtpouzly4c2zecyy,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Orgulho imenso dessa nossa compatriota !,2024-09-29T23:43:01.815Z,0,0,0,2024-09-29T23:43:01.815Z,severinomatuto.bsky.social,☀️Severino Matutão🌵,did:plc:ttfcppvzjjgcm5o6huizghxi
at://did:plc:tgzww4ne33hkomdcc4spxngy/app.bsky.feed.post/3l5cmvmynej2h,bafyreibzpnlyyneyptq3u3eazdfavtcxh2kylmo37g4bvdhouvw4cdewle,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Chupa Temer,2024-09-29T16:38:17.849Z,0,2,29,2024-09-29T16:38:17.849Z,esquerdaneles.bsky.social,Esquerda_neles,did:plc:tgzww4ne33hkomdcc4spxngy
at://did:plc:tfturq7pd63qjvqzla76xshz/app.bsky.feed.post/3l5dbw3wghw2l,bafyreiefub2vure6akmpzdpqlratrepy56dxl3it2p3raxacpyxvg6jf2y,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Nossa Presidenta 🥰,2024-09-29T22:54:21.588Z,0,0,0,2024-09-29T22:54:21.588Z,carlote.bsky.social,@Carlote,did:plc:tfturq7pd63qjvqzla76xshz
at://did:plc:str4nj4ls4hmhlnfj4vw5nwi/app.bsky.feed.post/3l5djxl6bld2j,bafyreifbvs7wh4ygefavia4v6d7sj422a2qcdgbvukczpxgxx3slrfuxfi,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,A nossa gratidão a Dilma Rousseff por nós representar tão bem em todos os lugares em que se apresenta.,2024-09-30T01:18:21.935Z,0,0,0,2024-09-30T01:18:21.935Z,xandemoraes2024.bsky.social, xandemoraes,did:plc:str4nj4ls4hmhlnfj4vw5nwi
at://did:plc:srgzkgvzkaofhdel7kuj45yy/app.bsky.feed.post/3l5cpnat3ej23,bafyreif5knfonswotplr6w5rpjgcfqkti4rqzhlwpm7hnifhglrvp453bu,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Muito merecido!
Lavar a alma, e aí antagonista?",2024-09-29T17:27:17.550Z,0,1,6,2024-09-29T17:27:17.550Z,lucibrito.bsky.social,,did:plc:srgzkgvzkaofhdel7kuj45yy
at://did:plc:rirhs6z5dea5k4ngkurru7sa/app.bsky.feed.post/3l5egmysyyp2r,bafyreie53o6yhozehatjoeqxsjcft5a4wnmo3aftyxmvdk4qj6jsjucklu,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,E Taylor Swift ganhou o quê???,2024-09-30T09:51:24.871Z,0,0,0,2024-09-30T09:51:24.871Z,pedro1761.bsky.social,Pedroarruda,did:plc:rirhs6z5dea5k4ngkurru7sa
at://did:plc:rgw5a23yie2txdv2gi754wb3/app.bsky.feed.post/3l5dbctka7k22,bafyreiekiu5vadgrztvmvmvy4lwocqk7etljdaxtdvztj5rj7b2h37kg64,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"queria vê-la discursando em chinês, aliás, em qualquer idioma. Acho que é a mesma coisa, ninguém entende. Mas é divertido.",2024-09-29T22:43:36.112Z,0,0,0,2024-09-29T22:43:36.112Z,hansolo3239.bsky.social,De tudo fica um pouco,did:plc:rgw5a23yie2txdv2gi754wb3
at://did:plc:rfrtk3gqlnrkd7kgz4lhrf2m/app.bsky.feed.post/3l5eoel3mkm2c,bafyreidkwvm3eren7sormpbe3zdnjugbjvlraogwtzhegtxqnwigfwgoji,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Que orgulho mamma,2024-09-30T12:09:52.791Z,0,0,1,2024-09-30T12:09:52.791Z,dd-2.bsky.social,DD-Tal e Qual,did:plc:rfrtk3gqlnrkd7kgz4lhrf2m
at://did:plc:rcnxpvu2hr32j2zn4xopgpvk/app.bsky.feed.post/3l5eidpbgee2c,bafyreiesz2tknghsz5mooy6o2cz626mnaikae7vh53v7nx4l7keyaciivi,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,,2024-09-30T10:21:59.509Z,0,0,0,2024-09-30T10:21:59.509Z,lobosolitariobr.bsky.social,Lobo Solitário ,did:plc:rcnxpvu2hr32j2zn4xopgpvk
at://did:plc:qrkllsxh4qim4b7ua5x3vrdp/app.bsky.feed.post/3l5diczup552j,bafyreihw2rcz7okwjv576dk6o3f6g4vtu6rubmf3vhr3cfxoldhg42jjky,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Merecido. Uma Mulher de Valor .,2024-09-30T00:48:58.965Z,0,0,1,2024-09-30T00:48:58.965Z,bensenynelson.bsky.social,Nelson Marinho Benseny ,did:plc:qrkllsxh4qim4b7ua5x3vrdp
at://did:plc:qmfopryxkme4xqhymrpbawt5/app.bsky.feed.post/3l5cwxw4k322a,bafyreifh5iinbiympwyod4mchgfu2ela2el5uvxt33jftro5qyv56nc47y,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,,2024-09-29T19:38:22.776Z,2,0,28,2024-09-29T19:38:22.776Z,aeciodepapelao.bsky.social,Aécio de Papelão ,did:plc:qmfopryxkme4xqhymrpbawt5
at://did:plc:qf3ybdbm5eu3kesqbed5hf6x/app.bsky.feed.post/3l5cyurfmtc2o,bafyreigxqexxo4nblli4jisixuue73q5x5aefpmpnxvalj5qy6ubhh22i4,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Fraquinha a Sra. Dilma né?,2024-09-29T20:12:34.197Z,0,0,0,2024-09-29T20:12:34.197Z,marceloediniz.bsky.social,Marcelo,did:plc:qf3ybdbm5eu3kesqbed5hf6x
at://did:plc:pszeknzgwoyifwibe2vljjpu/app.bsky.feed.post/3l5cmvtcewj22,bafyreibdt7ugi7lmlj33wibeizt6jjcfasoxwvot6n3ctr32st3b3slxdi,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Minha presidenta!,2024-09-29T16:38:23.044Z,0,1,26,2024-09-29T16:38:23.044Z,analuciaprado.bsky.social,Navegar é preciso...,did:plc:pszeknzgwoyifwibe2vljjpu
at://did:plc:pqtv4mcopp7nrdorfvd7ivsf/app.bsky.feed.post/3l5cxdhpnvs2j,bafyreifdakolhrxesh5mkih5bh5dwgcy3r5wf2rlkdzo6i4dyzq6wjk2ui,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Dilminha, sua honradez e coragem nos enchem de orgulho.",2024-09-29T19:44:59.753Z,0,2,3,2024-09-29T19:44:59.753Z,taniapov.bsky.social,Taniapov,did:plc:pqtv4mcopp7nrdorfvd7ivsf
at://did:plc:pffrvymhsoszvafdpqmrtgsb/app.bsky.feed.post/3l5cvib3md223,bafyreibd74m6ir3s6t6adhlv4hvrw6b7abxtc7zujcxwyxhb2cutd7qply,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Dilma e Lula, são os melhores exemplos, contemporaneamente, da nossa capacidade laboral, de resiliência e superação, tão próprias do nosso povo.",2024-09-29T19:11:52.573Z,0,2,13,2024-09-29T19:11:52.573Z,helio-costa.bsky.social,Hélio Costa,did:plc:pffrvymhsoszvafdpqmrtgsb
at://did:plc:oxw24ythgaloxaxuz4bydu5z/app.bsky.feed.post/3l5cnhdvdfr22,bafyreigr4orc5f3zco7jebulknao5koj6u3otaxiuwsnvuvrcp5hd4rypy,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,Deveria receber a medalha da mandioca.,2024-09-29T16:48:12.638Z,3,0,2,2024-09-29T16:48:12.638Z,jecerpm.bsky.social,Jece Ribeiro,did:plc:oxw24ythgaloxaxuz4bydu5z
at://did:plc:os3x4hu53kv2js3mxevi5q5x/app.bsky.feed.post/3l5cspwalcc2r,bafyreib6mtjtqc3m7e6lmpgqb32k46sto6ewqowgc4h7xyv2jtwna25vja,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"A MÃE toda combinadinhos com o cenário. 🥰
Brabona! 🫶🏼❤️",2024-09-29T18:22:29.056Z,0,1,2,2024-09-29T18:22:29.056Z,iamrosye.bsky.social,Rosye,did:plc:os3x4hu53kv2js3mxevi5q5x
at://did:plc:omajeiy7fbkjw333dkj4wvnl/app.bsky.feed.post/3l5cqhys6ut2x,bafyreiavbh5p732cum4lzr5heqjcj5eejs7qpyddplvnnrblduj5yv4nwa,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"Pena q ela e o Lula nunca buscaram ajudar o povo trabalhador de vdd, se não iriam utilizar o alcance q eles têm em prol revolução brasileira. 

bsky.app/profile/ivar...",2024-09-29T17:42:14.963Z,0,0,2,2024-09-29T17:42:14.963Z,ivarov.bsky.social,,did:plc:omajeiy7fbkjw333dkj4wvnl
at://did:plc:oix2m2m2gdjspadfgo7grgjk/app.bsky.feed.post/3l5datmqm6j2e,bafyreieppjzmqdc2tdv24qnzumra6r2tzdl5uybf3czgek57lsaunjsfpa,at://did:plc:vfwb3qvgj5cef6j3nybcloip/app.bsky.feed.post/3l5cmrtghe52b,Dilma Rousseff recebe medalha de amizade diretamente das mãos do presidente chinês Xi Jinping.,guganoblat.bsky.social,"quer melhorar sua timeline no BLUESKY?

bsky.app/profile/lobo...",2024-09-29T22:35:04.782Z,0,0,0,2024-09-29T22:35:04.782Z,lobo.lesbian.cat,bren,did:plc:oix2m2m2gdjspadfgo7grgjk
